Age,Gender,Occupation
77,Female,N/A
73,Male,Teacher
91,Female,Lawyer
65,Male,Teacher
57,N/A,Nurse
60,Female,N/A
26,Male,Nurse
57,Female,N/A
30,Male,N/A
18,Male,N/A
50,Female,Artist
38,Male,Engineer
35,Male,Doctor
98,Male,Engineer
22,Male,Nurse
53,N/A,Doctor
79,Male,N/A
50,Male,Doctor
96,Male,N/A
33,N/A,Nurse
41,Male,Scientist
90,Female,Doctor
50,Male,Nurse
41,Female,Artist
50,Female,Teacher
67,Female,Engineer
54,N/A,Nurse
28,Male,Artist
96,Male,Lawyer
94,Female,Nurse
90,N/A,Doctor
44,Male,Artist
32,Male,N/A
50,Female,Teacher
80,Female,Doctor
34,N/A,Doctor
78,Female,Doctor
67,N/A,Nurse
50,N/A,Artist
22,Male,Nurse
37,Male,Nurse
40,Female,Nurse
75,Female,Doctor
50,Male,Lawyer
62,Male,Artist
34,Male,Artist
99,N/A,Doctor
28,Male,N/A
99,Male,Artist
64,Male,Lawyer
42,Male,Engineer
42,Male,Scientist
93,Female,Teacher
50,Female,N/A
50,Female,Teacher
80,N/A,Teacher
53,Female,N/A
50,N/A,Doctor
100,Female,Engineer
84,N/A,Engineer
50,Female,Engineer
57,Male,Scientist
48,Male,Teacher
50,Male,N/A
62,Male,Teacher
35,Female,N/A
29,Female,Teacher
81,Male,Teacher
62,Male,Scientist
25,Male,Scientist
29,Male,Scientist
78,Female,Nurse
33,Male,Lawyer
28,Female,Artist
62,N/A,Nurse
43,Female,Artist
50,N/A,Engineer
80,Male,Engineer
86,Female,Engineer
72,Male,Teacher
63,Male,Scientist
39,Male,Lawyer
96,Male,Lawyer
67,Female,Artist
57,Female,Teacher
91,Female,Artist
53,Male,Engineer
74,Male,Engineer
30,N/A,Teacher
31,Female,Doctor
50,Male,Teacher
82,Female,Engineer
50,Female,Scientist
50,Male,Doctor
18,Female,Artist
50,Male,Nurse
95,Female,N/A
96,Female,Scientist
57,Male,Engineer
69,N/A,Scientist
50,Female,Teacher
57,Male,N/A
57,Female,Teacher
53,N/A,Lawyer
82,Male,Nurse
81,Male,Lawyer
67,Male,Scientist
98,Male,Nurse
30,Male,Doctor
57,Male,Scientist
50,N/A,Nurse
66,Female,Teacher
23,Female,Nurse
65,Male,Teacher
57,Male,Teacher
74,Male,Teacher
57,N/A,Engineer
50,Female,Scientist
50,Male,Scientist
63,Male,Nurse
70,Female,Artist
50,Female,Artist
37,Female,N/A
50,Female,N/A
57,Female,Lawyer
64,Male,Artist
25,Female,Artist
78,N/A,Lawyer
54,Female,Nurse
55,Male,Engineer
76,Male,Doctor
75,Female,Artist
50,Male,Nurse
31,Male,Scientist
95,Male,Lawyer
57,Female,Scientist
56,Male,N/A
82,Female,Engineer
28,Male,N/A
57,Female,Engineer
94,Male,Nurse
28,Male,Teacher
84,Male,Scientist
64,Male,Engineer
50,Female,N/A
94,Male,Doctor
50,Female,Doctor
25,Female,Artist
57,Female,Doctor
50,Male,Doctor
63,Male,Nurse
69,Female,Teacher
62,Male,Artist
46,Male,N/A
33,Male,Nurse
94,N/A,Scientist
50,Female,Teacher
34,Male,Engineer
22,Male,Artist
57,Male,Artist
57,Male,Doctor
57,Male,Artist
57,Female,Teacher
39,Female,Artist
95,Female,Teacher
57,Male,Artist
50,Male,Artist
25,Female,Artist
94,Male,Doctor
67,Female,Scientist
84,Male,Nurse
80,Male,Lawyer
72,Male,Doctor
72,Female,Doctor
52,Male,N/A
62,Male,N/A
91,Female,Lawyer
63,Female,Teacher
85,Male,Artist
50,Female,Scientist
39,Male,Artist
91,Female,N/A
31,Female,Nurse
34,Male,Teacher
38,Female,Teacher
50,Female,Nurse
50,Female,Nurse
73,Female,Lawyer
85,Female,Scientist
50,Male,Lawyer
39,Female,Teacher
27,Female,Artist
28,Female,Doctor
57,Female,N/A
50,Female,Scientist
50,Male,Engineer
78,N/A,Lawyer
35,Female,Teacher
32,Female,Scientist
34,Male,Nurse
65,N/A,N/A
73,Male,Artist
57,Female,Teacher
97,Female,Lawyer
57,Female,Scientist
50,Male,Lawyer
36,Male,Engineer
31,Female,Lawyer
80,Female,N/A
50,Male,Engineer
55,Female,Nurse
57,N/A,Engineer
64,Male,N/A
50,Female,Nurse
33,Male,N/A
58,Male,Engineer
54,Female,Lawyer
41,Female,Nurse
57,Female,Lawyer
50,Female,Nurse
74,Male,Scientist
66,Male,N/A
99,Female,Doctor
57,Female,Engineer
96,Male,Teacher
58,Male,Artist
61,Female,Artist
59,N/A,Teacher
38,Female,Artist
91,Male,Teacher
41,Female,Nurse
50,N/A,Artist
52,Male,Lawyer
75,Female,Artist
56,Male,Teacher
92,Female,Nurse
63,Female,Engineer
57,Female,Nurse
23,N/A,Engineer
23,Female,Engineer
29,Female,Teacher
50,Female,Teacher
29,Male,Teacher
57,Female,Artist
36,Male,N/A
27,Male,Engineer
24,Female,N/A
54,Female,Teacher
61,Male,Teacher
48,Female,Doctor
57,Female,Doctor
51,Female,Nurse
41,Female,Lawyer
42,Female,Lawyer
57,Female,N/A
96,Male,N/A
83,Female,Scientist
20,Male,Lawyer
90,Male,Nurse
59,Male,Engineer
41,Female,Nurse
43,Male,Artist
71,Female,Artist
57,N/A,Nurse
21,Female,Scientist
50,Male,Teacher
87,Male,Scientist
41,Female,Scientist
91,Female,Engineer
50,Female,Teacher
66,Female,Lawyer
57,Male,Lawyer
94,Female,Artist
50,Female,Teacher
57,N/A,Artist
50,Male,N/A
22,Female,Engineer
65,Male,Engineer
86,Female,Doctor
86,Female,Engineer
73,Male,Teacher
50,Female,Artist
57,Female,N/A
50,Female,Scientist
68,N/A,Engineer
57,Male,N/A
51,Male,Teacher
48,Male,Scientist
47,Female,Teacher
57,Male,Engineer
67,Male,Engineer
87,Male,Doctor
39,Male,Lawyer
43,Female,Nurse
66,Male,Nurse
50,N/A,Lawyer
57,Female,Artist
96,Female,Doctor
50,Female,Nurse
83,Male,Artist
30,Female,Doctor
36,Male,Lawyer
63,N/A,N/A
57,Female,Lawyer
32,Male,Scientist
50,N/A,Doctor
98,Female,Lawyer
31,Female,Lawyer
57,Female,Lawyer
57,Male,Engineer
98,Male,Engineer
77,Male,Lawyer
45,Female,Nurse
84,Female,Nurse
29,Female,Engineer
96,Female,Engineer
84,Female,Doctor
62,Female,Engineer
50,N/A,Scientist
79,N/A,N/A
63,Male,Lawyer
37,N/A,Lawyer
93,Female,Teacher
50,Female,Engineer
30,Male,Doctor
52,Female,Doctor
56,Male,Engineer
85,Female,Scientist
72,Male,Doctor
44,Male,Artist
83,Female,Teacher
77,N/A,Artist
77,Female,Scientist
50,Male,N/A
42,Male,Artist
92,Female,Nurse
78,Female,Teacher
66,Male,Nurse
18,N/A,Doctor
82,Male,Scientist
52,N/A,Doctor
62,Male,Lawyer
33,Female,Doctor
25,Male,Artist
50,Male,Scientist
38,Female,Lawyer
30,Female,N/A
52,Male,Teacher
98,Female,Teacher
46,Male,Nurse
93,Female,Teacher
29,Female,Doctor
57,Male,Scientist
54,Male,Teacher
20,Male,Lawyer
57,Female,Doctor
36,Female,Lawyer
57,Female,Teacher
52,Male,Engineer
84,Male,Scientist
24,Male,Engineer
67,Male,Lawyer
61,Female,Lawyer
80,Female,Artist
50,Female,Nurse
38,Female,Teacher
77,N/A,Nurse
96,N/A,Engineer
29,Female,Nurse
62,Female,Scientist
42,Male,N/A
74,Female,Engineer
41,Male,N/A
96,N/A,Nurse
43,Female,Lawyer
99,Male,N/A
55,Male,Scientist
82,Female,Artist
57,Male,Nurse
60,Female,Nurse
66,Female,Artist
60,Male,Scientist
76,Male,Engineer
94,N/A,Engineer
57,Male,Doctor
50,Male,Doctor
50,Female,Scientist
50,Female,Engineer
62,Male,Lawyer
73,Male,Artist
31,Male,Scientist
63,Male,N/A
50,Male,Scientist
95,Male,Artist
50,Female,Doctor
28,Female,Scientist
39,N/A,N/A
89,N/A,Artist
24,Male,Scientist
68,Female,Engineer
64,Female,Scientist
32,Female,Doctor
77,Female,Engineer
34,Male,Artist
94,Male,Scientist
42,N/A,Nurse
46,Female,Artist
73,Female,Doctor
50,Male,Doctor
60,Female,N/A
50,Female,Doctor
67,Male,N/A
44,N/A,Artist
57,N/A,Scientist
58,Male,Engineer
39,Female,Doctor
50,Female,Doctor
48,Female,Lawyer
53,Male,Engineer
50,Female,Doctor
50,Female,Nurse
71,Female,Teacher
32,Female,Lawyer
50,N/A,Artist
22,Female,Doctor
94,Female,Artist
98,Female,Scientist
57,N/A,Lawyer
31,Male,Doctor
50,Male,Teacher
72,Female,Scientist
27,Male,Artist
76,Female,Scientist
50,Female,Lawyer
69,Female,Teacher
50,Male,Doctor
61,Female,Teacher
72,Male,Teacher
64,N/A,Doctor
24,Male,Doctor
94,Male,Scientist
69,Female,N/A
65,Male,N/A
50,Male,Artist
30,Female,Lawyer
55,Female,Lawyer
56,Female,Scientist
50,Male,Teacher
50,Male,Engineer
50,Male,N/A
94,Female,N/A
62,Female,Engineer
55,Male,N/A
59,Male,Nurse
64,Female,Teacher
60,Male,Engineer
100,Female,N/A
73,Female,N/A
90,Female,N/A
58,Male,N/A
19,Male,Doctor
69,Male,Scientist
73,Male,Scientist
88,Male,Teacher
50,Male,Scientist
73,Female,Scientist
80,Male,Teacher
57,Female,Engineer
53,Female,Scientist
65,Male,Doctor
29,N/A,N/A
75,Male,Engineer
40,Male,N/A
95,Female,Doctor
30,Female,Lawyer
99,N/A,Nurse
27,Male,Nurse
35,Female,Artist
31,Male,Teacher
50,Male,Scientist
18,Female,Doctor
44,N/A,Lawyer
41,Male,N/A
53,Male,Lawyer
23,Female,Scientist
82,N/A,Teacher
57,Female,Engineer
93,Female,Teacher
57,Male,Lawyer
22,Male,Artist
91,Female,Teacher
50,Female,Teacher
79,Female,Lawyer
44,Male,N/A
81,Male,Doctor
41,Male,Lawyer
48,N/A,N/A
82,Male,Artist
50,Male,Doctor
50,Male,Scientist
62,Male,Teacher
39,Male,Scientist
88,Male,Nurse
31,Female,Artist
67,Male,Nurse
50,Female,Artist
57,Female,N/A
59,Female,Nurse
50,Male,Nurse
76,Female,Artist
96,Female,Scientist
65,Female,Teacher
96,N/A,Nurse
57,Female,Engineer
97,Male,Scientist
25,Male,Artist
50,Female,Teacher
23,Female,Artist
50,N/A,Artist
26,N/A,Nurse
70,Male,Nurse
46,N/A,Lawyer
87,Female,Scientist
23,Male,N/A
32,Male,Scientist
74,Male,Lawyer
50,Male,Lawyer
84,N/A,Teacher
63,Male,N/A
57,Male,Nurse
64,Female,Scientist
50,Male,Engineer
50,N/A,Teacher
96,Female,Doctor
65,N/A,Scientist
96,Male,Lawyer
36,Male,Doctor
50,N/A,Nurse
50,Female,Artist
50,Male,N/A
20,Male,Engineer
37,Male,Scientist
60,Female,Teacher
23,Male,Teacher
31,N/A,Doctor
39,Female,Artist
76,Male,N/A
97,N/A,Engineer
43,N/A,Artist
50,Male,Scientist
50,N/A,Teacher
50,Female,Engineer
69,Male,Doctor
50,Female,Scientist
86,Female,Artist
30,Female,Engineer
57,Male,N/A
81,Male,Teacher
84,Female,Doctor
39,N/A,Doctor
62,Female,Engineer
38,Male,Engineer
89,N/A,Scientist
50,Male,Nurse
83,N/A,Teacher
54,Female,Artist
71,Female,Lawyer
74,N/A,Artist
23,Female,Artist
29,Female,N/A
52,N/A,Scientist
50,Female,Nurse
86,Female,Lawyer
47,Female,Nurse
57,Male,Teacher
100,Female,N/A
50,N/A,Teacher
89,Female,Scientist
72,Female,Lawyer
57,Female,Doctor
56,Male,Engineer
89,Male,Nurse
94,N/A,N/A
18,Female,Engineer
50,Male,N/A
38,Female,N/A
24,Female,Artist
75,Male,Lawyer
82,Male,Engineer
57,N/A,Nurse
25,Male,Teacher
79,Female,Lawyer
77,Male,Artist
57,Female,Engineer
38,Female,Engineer
86,Female,Engineer
68,Female,Nurse
57,N/A,Teacher
80,N/A,Scientist
83,Male,Doctor
78,N/A,Teacher
73,Female,Lawyer
94,Male,Engineer
37,Male,Scientist
45,N/A,Doctor
34,Male,Engineer
24,Male,Scientist
29,Female,Lawyer
50,Male,Lawyer
80,N/A,Nurse
45,Male,Doctor
71,Female,Engineer
88,Male,Nurse
31,Male,Teacher
29,Female,Lawyer
20,Male,Teacher
99,Female,Engineer
70,Female,Teacher
57,Male,N/A
57,Male,Lawyer
92,Female,Lawyer
50,N/A,Teacher
57,N/A,Nurse
47,Female,Doctor
95,Male,Nurse
19,N/A,Artist
34,N/A,Doctor
73,Female,Doctor
30,Male,Nurse
50,Female,Artist
57,N/A,N/A
31,Female,Doctor
68,N/A,Artist
57,Male,Artist
33,Female,N/A
76,Male,Teacher
50,Female,Artist
49,Male,Nurse
88,N/A,Doctor
82,Female,Lawyer
94,Female,Scientist
39,Male,Teacher
86,Male,Artist
45,N/A,N/A
50,Female,Scientist
90,Male,Artist
84,Female,Doctor
57,Male,N/A
54,Female,Engineer
55,Male,Lawyer
80,Female,Teacher
41,Male,Engineer
63,N/A,N/A
33,Male,Artist
30,Female,Teacher
73,Male,Doctor
50,Male,Artist
27,Female,N/A
33,Female,Nurse
71,Female,Lawyer
90,Female,Engineer
57,Female,Doctor
25,Male,Doctor
100,Male,Teacher
48,Male,Teacher
95,Male,Teacher
23,Male,Nurse
94,Female,Nurse
46,Male,Doctor
35,Male,N/A
25,Female,Lawyer
64,Female,Doctor
72,Male,Scientist
56,Female,Lawyer
63,Female,N/A
28,Female,N/A
74,N/A,Lawyer
51,Female,Artist
50,N/A,Lawyer
93,Male,Doctor
53,Female,Lawyer
21,Male,Teacher
50,Male,Doctor
57,Female,N/A
50,Male,Doctor
90,Female,Lawyer
95,Male,Doctor
66,Female,Engineer
41,N/A,Scientist
57,Female,N/A
47,Female,N/A
53,Female,Teacher
84,Male,Doctor
83,Male,Doctor
33,Male,Engineer
95,Female,Nurse
91,Male,Teacher
50,Female,Scientist
45,Male,N/A
58,Female,Scientist
19,Male,Scientist
39,Male,Lawyer
57,Male,Lawyer
50,Female,Artist
57,Male,Engineer
71,Female,Scientist
31,Female,Artist
71,Male,N/A
60,N/A,Lawyer
57,Female,Scientist
60,Female,Nurse
99,Female,Doctor
28,Male,Artist
59,Female,Teacher
31,Male,N/A
56,Male,Scientist
50,Female,Artist
59,Female,Teacher
93,Male,Nurse
67,N/A,N/A
60,Female,Engineer
57,Male,Teacher
57,Male,Artist
57,Female,Lawyer
80,Female,Teacher
53,Female,Engineer
63,Male,Nurse
57,Female,Nurse
96,Female,Engineer
57,Female,Doctor
52,Female,Lawyer
47,Female,Engineer
46,Female,Scientist
18,Male,Engineer
72,Female,Artist
30,Male,Teacher
93,N/A,N/A
76,Male,N/A
57,N/A,Nurse
50,Male,Engineer
50,Male,Lawyer
57,Female,Artist
53,Male,Doctor
48,Female,Nurse
74,Female,Lawyer
50,Male,N/A
50,Female,N/A
71,Female,Lawyer
72,Female,Scientist
76,Female,Doctor
57,Female,Doctor
41,Female,Nurse
44,Female,Lawyer
52,Female,Engineer
19,Male,Engineer
84,Male,Lawyer
57,Female,N/A
54,Female,N/A
50,Male,Engineer
43,Female,N/A
57,Male,Nurse
96,N/A,Teacher
45,Female,Scientist
59,Female,Doctor
30,Female,Engineer
57,Female,Doctor
57,N/A,Nurse
61,Male,Teacher
77,Male,Nurse
29,Female,Scientist
83,Female,Artist
60,Female,N/A
57,Female,Doctor
33,Male,Lawyer
23,Male,Scientist
83,Female,Scientist
58,Male,Artist
50,Male,Scientist
59,N/A,Scientist
50,Female,Doctor
36,Male,Lawyer
50,Male,Teacher
41,Male,N/A
61,Male,Teacher
62,Male,N/A
53,Female,Teacher
46,Female,Nurse
42,Male,Lawyer
78,Male,N/A
59,Female,Nurse
87,Female,Engineer
23,Female,N/A
77,Female,Scientist
58,N/A,Doctor
57,Male,N/A
50,Female,Engineer
50,Male,Doctor
39,N/A,Scientist
68,Female,Doctor
86,Male,Artist
38,Male,Doctor
58,Female,Nurse
57,Male,Nurse
51,Female,Nurse
65,Female,Nurse
57,Male,Teacher
97,N/A,Lawyer
83,Female,Nurse
100,Male,Lawyer
68,Female,Artist
50,Male,Teacher
96,Male,Doctor
56,Male,Lawyer
77,Male,Engineer
69,Male,Doctor
46,Male,Artist
57,Male,N/A
57,N/A,Artist
76,Female,N/A
57,Male,Teacher
50,Female,Nurse
57,Male,Teacher
57,N/A,N/A
63,Female,Doctor
57,Female,Engineer
50,Male,Lawyer
66,Male,Nurse
52,N/A,N/A
55,Female,N/A
57,Female,Lawyer
68,Male,Doctor
57,Female,Teacher
59,Female,Lawyer
31,Male,Teacher
65,Male,Scientist
68,Female,Nurse
50,Female,Doctor
40,Female,N/A
34,Male,Teacher
57,Male,Engineer
44,Male,Artist
57,Male,Engineer
20,Male,Teacher
81,Female,Lawyer
70,N/A,Doctor
88,N/A,Artist
26,Female,N/A
96,Male,Engineer
29,N/A,N/A
72,Female,N/A
71,Female,Artist
25,Female,Engineer
83,Male,Artist
32,Male,Engineer
50,Male,Nurse
94,Female,N/A
56,Male,N/A
85,Female,N/A
50,Male,Doctor
57,Male,Nurse
50,Female,Nurse
50,N/A,Artist
47,Female,Nurse
83,Male,Engineer
57,Female,Nurse
33,Male,Teacher
77,Female,Lawyer
90,Male,Lawyer
57,Female,Doctor
48,Female,Doctor
50,Male,Lawyer
37,N/A,Engineer
57,N/A,Lawyer
27,Female,Lawyer
63,Female,Engineer
69,Female,Nurse
98,Female,Lawyer
88,Male,N/A
50,Female,Doctor
57,Female,Artist
25,Male,Artist
50,N/A,Lawyer
51,Female,Artist
40,N/A,Lawyer
50,Male,Teacher
56,N/A,Doctor
50,Female,Doctor
88,Female,N/A
18,Male,Lawyer
94,N/A,Lawyer
71,Male,Scientist
50,Female,Teacher
39,Female,Teacher
50,Female,Scientist
27,Male,Teacher
57,N/A,Nurse
78,Male,Teacher
41,Male,N/A
60,Male,Artist
34,Female,Lawyer
63,Female,Scientist
57,Female,N/A
73,Female,N/A
46,Male,Doctor
57,Female,Teacher
50,Female,Scientist
32,Female,Teacher
50,Male,Lawyer
90,N/A,Artist
31,Female,Artist
44,Female,N/A
44,N/A,Scientist
75,Male,Nurse
32,Female,Teacher
29,Female,Scientist
61,Female,Scientist
50,Male,Artist
42,Female,N/A
50,Male,Lawyer
57,Female,Scientist
50,Female,Scientist
23,Female,Doctor
81,Male,Teacher
55,Female,Doctor
55,Male,Artist
42,Male,Doctor
50,Male,Nurse
59,Male,Lawyer
82,N/A,Scientist
50,Female,Engineer
61,Male,Teacher
69,Male,Teacher
57,Female,Teacher
57,Male,N/A
53,Female,Scientist
45,Female,Nurse
32,Female,Scientist
50,Female,Artist
98,Female,Scientist
57,Male,Doctor
62,Male,Doctor
50,Female,N/A
67,Male,N/A
59,N/A,Nurse
83,Female,Engineer
50,Male,N/A
29,Female,Doctor
52,Female,Scientist
81,Female,Scientist
29,Female,Teacher
42,Female,Lawyer
57,N/A,Lawyer
62,Female,Artist
66,Female,Scientist
46,N/A,Teacher
35,Female,Artist
51,Female,Doctor
51,Male,Scientist
99,Male,Doctor
29,Female,Artist
56,Female,Engineer
55,Male,N/A
35,Male,Doctor
83,N/A,Scientist
90,Male,N/A
67,Female,Artist
50,Female,Teacher
50,N/A,Scientist
45,Male,Engineer
81,Female,N/A
19,Female,Engineer
50,Female,Nurse
50,N/A,Lawyer
50,Male,Artist
79,Female,Artist
91,Male,N/A
50,Male,N/A
50,N/A,Teacher
57,Female,Scientist
89,Female,Artist
89,Female,Doctor
52,Female,Doctor
62,Female,Scientist
70,Male,Artist
52,Male,Scientist
75,Male,Teacher
47,Female,Doctor
94,Female,Lawyer
79,Male,Engineer
90,Male,N/A
78,Female,Teacher
80,Male,Nurse
22,Female,Nurse
65,Male,Nurse
86,Male,Teacher
57,N/A,Scientist
30,Male,Doctor
57,Female,Artist
57,N/A,Engineer
65,N/A,N/A
89,Male,Nurse
41,Female,Scientist
60,Female,Lawyer
83,N/A,Nurse
92,Female,Artist
57,Female,Lawyer
93,Female,Teacher
57,Male,Doctor
57,Male,N/A
61,Male,Nurse
29,Female,Artist
57,Female,Doctor
50,Female,N/A
44,Female,Teacher
49,Male,Doctor
51,Female,Doctor
73,Female,Artist
65,Male,N/A
57,Male,Engineer
20,Female,Teacher
85,Male,Nurse
50,Female,Teacher
57,Female,Engineer
42,Female,Artist
50,Female,Lawyer
93,Female,N/A
84,Male,Artist
85,Female,Teacher
92,Female,Lawyer
71,Male,Engineer
63,Male,Artist
71,Male,Lawyer
50,Male,Lawyer
57,Male,Engineer
50,Male,Teacher
41,Female,Doctor
32,Female,Scientist
74,Male,Engineer
50,N/A,Nurse
58,Male,Teacher
88,Female,N/A
46,Male,Teacher
57,Male,Doctor
49,N/A,Engineer
57,N/A,Artist
50,Male,Scientist
57,Male,Scientist
57,Male,Teacher
54,Male,Teacher
87,Male,Teacher
84,Male,Teacher
57,N/A,Scientist
78,N/A,Engineer
57,N/A,Teacher
57,Male,Teacher
59,Female,Engineer
31,Female,Engineer
29,Female,Artist
83,Female,Lawyer
50,Male,Doctor
53,Male,Scientist
30,Male,Doctor
18,Male,Doctor
50,Male,Lawyer
47,Female,Lawyer
32,Male,Nurse
57,Male,Scientist
85,Male,Teacher
96,Male,N/A
50,Female,Nurse
76,Male,Artist
19,Male,Artist
85,Male,Engineer
84,Male,Nurse
50,N/A,Lawyer
99,Male,Doctor
57,N/A,Artist
67,Female,Doctor
38,Male,Scientist
57,Female,Engineer
57,Male,Doctor
37,Male,Doctor
50,N/A,Scientist
68,Female,Engineer
98,Male,Teacher
50,Male,N/A
68,Male,Artist
93,Male,Artist
41,Male,Engineer
74,Female,Artist
73,Female,Teacher
50,Female,N/A
99,Male,Scientist
75,Female,Engineer
50,Female,Artist
65,Male,Scientist
35,Male,Scientist
59,Male,Doctor
48,Male,Teacher
60,Female,Artist
45,Male,Engineer
74,Male,Artist
89,Female,Engineer
97,Male,N/A
75,Male,Lawyer
53,Female,Scientist
50,Male,Artist
94,Male,Teacher
83,Female,Teacher
69,N/A,Nurse
70,Female,Artist
59,Female,Teacher
57,N/A,Engineer
25,Female,Artist
50,Female,Teacher
52,Female,Artist
97,Female,Lawyer
19,Male,Engineer
77,N/A,Lawyer
56,Female,Engineer
22,Male,Nurse
78,Male,Teacher
50,Male,Engineer
65,Female,Artist
40,Male,Doctor
64,Male,N/A
36,Male,Teacher
65,Male,Engineer
69,N/A,Teacher
78,Male,Engineer
50,Male,Engineer
82,Male,Lawyer
84,Male,Doctor
34,Female,Lawyer
57,Female,Nurse
18,Female,Artist
94,Male,Artist
22,Male,Engineer
18,Male,Teacher
50,Male,Lawyer
34,Male,N/A
24,Male,Doctor
64,Male,Doctor
47,Male,Doctor
80,Male,Teacher
25,Male,Nurse
50,Male,Engineer
42,Male,Teacher
50,Male,Teacher
50,Male,Nurse
90,N/A,Artist
90,Male,Doctor
52,Male,Doctor
67,Male,Doctor
50,Female,Teacher
70,Female,Scientist
93,Male,Lawyer
24,Female,Doctor
93,Female,Engineer
52,Male,Doctor
50,Male,Engineer
76,N/A,Engineer
60,N/A,Nurse
32,Male,Engineer
32,Male,Engineer
57,Male,Artist
50,Female,Scientist
75,Male,Engineer
54,N/A,Scientist
38,Male,Lawyer
50,Female,Nurse
54,Male,Scientist
83,Male,Scientist
50,Male,Lawyer
50,Female,Scientist
50,Male,Teacher
50,Male,Engineer
50,Female,Nurse
50,Male,Artist
50,Male,Scientist
81,Male,Artist
54,Female,N/A
57,Female,Nurse
89,Male,Teacher
53,N/A,Doctor
24,Female,Engineer
65,N/A,Scientist
44,N/A,Artist
90,Male,Artist
81,Male,Teacher
50,Female,Scientist
56,Female,Doctor
19,Female,Engineer
48,Male,Artist
57,Male,Doctor
57,Female,Engineer
70,Female,Artist
50,Female,Scientist
52,Male,Engineer
28,Female,Engineer
96,Male,Nurse
36,Female,Lawyer
50,Female,Scientist
50,Female,Doctor
87,Female,Engineer
54,N/A,Engineer
57,Male,Teacher
61,Male,Doctor
56,Female,Lawyer
81,N/A,Lawyer
90,Female,Engineer
57,Male,N/A
21,Male,Scientist
57,Male,Scientist
60,Female,N/A
57,Female,Lawyer
81,N/A,Scientist
23,Male,Lawyer
50,Male,Lawyer
83,Male,Artist
97,Female,Nurse
57,Male,Artist
50,N/A,Artist
55,Female,Lawyer
50,Male,Lawyer
92,Female,Doctor
20,Male,Engineer
53,Male,Doctor
97,Male,Scientist
70,Female,Artist
77,N/A,Teacher
57,Male,Teacher
50,N/A,Lawyer
25,Female,Scientist
18,Female,Lawyer
95,Male,N/A
50,Male,Artist
92,Female,Scientist
57,Male,Doctor
87,Male,Nurse
50,Male,Teacher
84,Female,Lawyer
50,Female,N/A
83,Male,Doctor
90,N/A,N/A
51,Female,Lawyer
50,Male,Scientist
94,Male,Lawyer
40,Male,Doctor
23,N/A,Lawyer
88,Female,Nurse
18,Male,Nurse
37,Female,Teacher
98,Female,Nurse
75,Male,N/A
44,N/A,N/A
50,Female,Scientist
95,Male,N/A
57,Female,Doctor
91,Male,Lawyer
47,Female,N/A
77,Female,Engineer
27,Female,Teacher
96,Male,Nurse
94,N/A,Engineer
40,Female,Lawyer
57,Male,Artist
65,Female,Doctor
50,Female,Nurse
80,Male,Artist
35,Female,Teacher
18,Female,Lawyer
65,N/A,Engineer
50,Male,Doctor
89,N/A,N/A
29,Female,Teacher
89,Female,Lawyer
93,Male,Teacher
50,Male,Engineer
26,Male,Teacher
85,Female,Lawyer
34,N/A,Doctor
24,Female,Artist
28,Male,Lawyer
48,Male,Doctor
64,N/A,Nurse
54,Male,Nurse
24,Male,Nurse
39,Male,Teacher
78,N/A,Engineer
56,Male,Teacher
38,N/A,Scientist
39,N/A,Artist
88,N/A,N/A
45,Male,Lawyer
46,Female,Artist
45,Male,Scientist
79,Female,Teacher
36,Male,Lawyer
29,Male,Lawyer
87,Male,Doctor
33,Female,Artist
61,N/A,Artist
91,Female,N/A
77,Female,Lawyer
66,Male,Lawyer
98,Male,Nurse
57,Female,Nurse
27,Female,Artist
50,Female,Scientist
57,Male,Engineer
57,Female,Nurse
18,Male,Nurse
97,N/A,Nurse
50,Female,Scientist
50,Male,Artist
43,Male,Scientist
94,Male,Lawyer
57,Male,Teacher
50,N/A,Lawyer
61,Male,Lawyer
50,N/A,Lawyer
83,Male,Nurse
23,Female,Doctor
40,Female,Lawyer
42,Male,Nurse
95,Male,Doctor
90,Female,Engineer
98,N/A,Doctor
47,Female,Lawyer
45,Male,Engineer
76,Male,Artist
69,Male,Teacher
50,Female,Nurse
52,Female,Doctor
89,Female,Doctor
56,Female,Artist
92,Female,Teacher
22,Female,Doctor
57,N/A,Artist
79,N/A,Scientist
33,Female,Nurse
57,Male,Scientist
46,Female,Teacher
28,Male,Artist
21,Female,Lawyer
21,N/A,Engineer
50,Female,Doctor
57,Male,Teacher
46,Male,Scientist
64,Male,Teacher
86,Male,Teacher
28,Male,Teacher
31,Female,Engineer
24,Male,Doctor
59,Male,Engineer
76,Female,Engineer
40,Female,Doctor
57,Male,Scientist
23,Male,Teacher
57,Female,Teacher
57,Female,Engineer
64,Male,Scientist
61,Female,Teacher
84,Female,Lawyer
56,N/A,Scientist
59,Female,Engineer
18,Female,Scientist
21,Female,N/A
41,Female,Teacher
60,Male,Lawyer
50,Female,Scientist
57,Female,N/A
50,Female,Teacher
32,N/A,Lawyer
35,Female,Engineer
50,Female,Scientist
86,Male,Scientist
40,Female,Artist
96,Female,N/A
98,Male,Engineer
67,Female,Doctor
57,Male,Artist
50,Female,Teacher
19,N/A,Artist
54,Female,Engineer
26,Male,Artist
90,Female,N/A
78,Female,Doctor
79,Male,Nurse
41,Male,Teacher
67,Male,Doctor
73,Male,Lawyer
27,Female,Engineer
42,Male,Teacher
81,Male,N/A
90,Male,Teacher
